City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,general roca,-39.0333,-67.5833,81.63,12,0,12.1,AR,1675818476
286,corner brook,48.9667,-57.9484,-4.38,99,87,4.12,CA,1675818476
287,hilo,19.7297,-155.09,78.28,92,100,14.97,US,1675818476
288,nabire,-3.3667,135.4833,77.13,86,100,3.33,ID,1675818477
289,sechura,-5.5569,-80.8222,77.36,72,97,13.73,PE,1675818477
290,phan thiet,10.9333,108.1,79.63,63,39,5.17,VN,1675818477
291,petropavlovka,50.6114,105.3196,-11.06,98,66,3.13,RU,1675818478
292,boa vista,2.8197,-60.6733,82.38,65,75,11.5,BR,1675818478
293,sindor,62.8629,51.8905,16.48,94,100,9.78,RU,1675818478
294,vostok,46.4856,135.8833,3.52,82,100,7.72,RU,1675818478
295,tateyama,34.9833,139.8667,51.1,74,100,13.35,JP,1675818479
296,nagato,34.3833,131.2,50.5,60,9,13.06,JP,1675818479
297,usinsk,65.9939,57.5281,13.87,95,100,25.81,RU,1675818479
298,vallenar,-28.5708,-70.7581,73.63,54,0,3.47,CL,1675818480
299,mwinilunga,-11.7358,24.4293,60.13,98,100,3.85,ZM,1675818480
300,nanortalik,60.1432,-45.2371,4.46,72,8,19.35,GL,1675818480
301,mastic beach,40.7668,-72.8521,41.77,84,20,14.0,US,1675818480
302,kodiak,57.79,-152.4072,29.71,51,0,17.27,US,1675818280
303,souillac,-20.5167,57.5167,77.0,83,43,13.91,MU,1675818481
304,lukovetskiy,64.2956,41.9211,33.6,98,100,9.53,RU,1675818481
305,aitape,-3.1374,142.3475,79.05,90,100,10.29,PG,1675818481
306,lake havasu city,34.4839,-114.3224,64.4,23,0,16.11,US,1675818482
307,bin qirdan,33.1378,11.2197,54.82,59,100,20.71,TN,1675818484
308,lavrentiya,65.5833,-171.0,-13.85,91,97,2.71,RU,1675818317
309,ust-nera,64.5667,143.2,-36.22,98,79,0.85,RU,1675818493
310,guipavas,48.4352,-4.3972,35.65,78,0,6.91,FR,1675818500
311,necochea,-38.5473,-58.7368,71.6,79,31,16.13,AR,1675818420
312,sagauli,26.7833,84.7333,54.63,71,0,0.89,IN,1675818516
313,kyabe,9.4515,18.9449,79.68,14,7,8.52,TD,1675818525
314,beterou,9.1992,2.2586,79.86,21,100,2.17,BJ,1675818527
315,verkhoyansk,67.5447,133.385,-56.72,99,71,0.67,RU,1675818527
316,zacualpan,21.25,-105.1667,78.42,75,5,3.06,MX,1675818527
317,makokou,0.5738,12.8642,71.71,89,100,2.77,GA,1675818528
318,cabinda,-5.55,12.2,78.22,88,95,6.46,AO,1675818482
319,evensk,61.95,159.2333,-17.28,75,56,7.47,RU,1675818529
320,dzaoudzi,-12.7887,45.2699,80.49,83,0,4.61,YT,1675818529
321,dubbo,-32.25,148.6167,84.33,45,40,11.5,AU,1675818530
322,kendari,-3.945,122.4989,83.68,70,100,1.81,ID,1675818530
323,mareeba,-17.0,145.4333,86.49,74,96,4.59,AU,1675818530
324,tuatapere,-46.1333,167.6833,54.52,66,81,14.56,NZ,1675818530
325,ambon,-3.6954,128.1814,87.94,66,40,4.61,ID,1675818531
326,oranjemund,-28.55,16.4333,63.32,90,98,16.73,NA,1675818531
327,poronaysk,49.2167,143.1167,0.81,91,75,4.18,RU,1675818250
328,san andres,12.5847,-81.7006,80.62,78,20,13.8,CO,1675818531
329,guerrero negro,27.9769,-114.0611,68.72,23,0,3.98,MX,1675818470
330,lorengau,-2.0226,147.2712,78.01,93,100,13.78,PG,1675818532
331,mezinovskiy,55.5042,40.3593,1.54,100,100,4.0,RU,1675818532
332,spring valley,36.108,-115.245,58.39,26,20,6.91,US,1675818532
333,kushmurun,52.4503,64.6311,5.95,96,100,7.7,KZ,1675818533
334,pasaje,-3.3333,-79.8167,78.17,84,79,1.54,EC,1675818380
335,saint-francois,46.4154,3.9054,23.68,93,1,0.0,FR,1675818533
336,rorvik,64.8621,11.2373,41.11,70,100,13.8,NO,1675818533
337,luena,-11.7833,19.9167,61.32,93,100,2.28,AO,1675818533
338,nyurba,63.2842,118.3319,-32.15,98,100,1.28,RU,1675818534
339,makinsk,52.6292,70.4169,5.07,97,100,2.77,KZ,1675818534
340,wamba,8.9333,8.6,73.71,19,98,4.59,NG,1675818534
341,emerald,-23.5333,148.1667,81.34,56,19,9.84,AU,1675818535
342,brigantine,39.4101,-74.3646,42.01,89,0,6.91,US,1675818535
343,aloleng,16.1307,119.7824,81.45,69,90,8.95,PH,1675818535
344,laguna,38.421,-121.4238,57.92,59,0,0.0,US,1675818535
345,cheyenne,41.14,-104.8203,31.77,67,0,6.91,US,1675818358
346,half moon bay,37.4636,-122.4286,60.53,67,0,14.97,US,1675818536
347,lahaina,20.8783,-156.6825,80.94,87,19,10.45,US,1675818536
348,bato,13.3528,123.3677,80.1,75,98,4.63,PH,1675818536
349,pakxan,18.3778,103.6601,75.0,67,0,2.59,LA,1675818537
350,tuktoyaktuk,69.4541,-133.0374,-25.6,75,100,3.44,CA,1675818240
351,flinders,-34.5833,150.8552,68.38,92,100,5.95,AU,1675818537
352,birao,10.2849,22.7882,73.74,16,14,11.86,CF,1675818537
353,xining,36.6167,101.7667,26.85,90,100,1.7,CN,1675818538
354,las juntas,19.4167,-104.7,74.73,81,64,3.58,MX,1675818538
355,zarubino,42.63,131.0922,22.48,59,3,15.12,RU,1675818538
356,mehamn,71.0357,27.8492,33.75,86,16,24.16,NO,1675818539
357,uusikaupunki,60.8004,21.4084,33.53,96,100,8.01,FI,1675818539
358,cayenne,4.9333,-52.3333,77.04,94,75,0.0,GF,1675818316
359,ust-kan,50.9276,84.761,-0.53,97,53,3.91,RU,1675818539
360,klaeng,12.7797,101.6483,84.94,100,92,1.14,TH,1675818539
361,buhovo,42.7667,23.5667,21.56,79,100,3.44,BG,1675818540
362,vangaindrano,-23.35,47.6,71.94,90,100,2.21,MG,1675818540
363,makakilo city,21.3469,-158.0858,79.12,70,75,20.71,US,1675818540
364,stephenville,32.2207,-98.2023,46.53,94,100,12.66,US,1675818541
365,padang,-0.9492,100.3543,78.98,66,90,3.24,ID,1675818541
366,fairbanks,64.8378,-147.7164,9.61,80,75,0.0,US,1675818274
367,mackay,-21.15,149.2,83.68,80,99,20.96,AU,1675818542
368,tual,-5.6667,132.75,81.28,79,100,22.91,ID,1675818544
369,invermere,50.5167,-116.0354,38.35,70,100,6.82,CA,1675818546
370,west plains,36.7281,-91.8524,45.43,84,100,6.91,US,1675818470
371,pisco,-13.7,-76.2167,75.25,83,0,13.8,PE,1675818549
372,kushiro,42.975,144.3747,23.81,77,81,3.18,JP,1675818552
373,kemijarvi,66.7131,27.4306,23.41,91,14,6.78,FI,1675818553
374,san juan,-31.5375,-68.5364,92.84,19,1,20.18,AR,1675818470
375,nelson bay,-32.7167,152.15,82.09,64,61,15.01,AU,1675818477
376,cherskiy,68.75,161.3,-30.41,97,100,5.35,RU,1675818570
377,maceio,-9.6658,-35.7353,74.64,94,20,1.14,BR,1675818573
378,kota kinabalu,5.9749,116.0724,76.98,88,20,5.99,MY,1675818575
379,vanimo,-2.6741,141.3028,77.07,95,100,7.49,PG,1675818576
380,neuquen,-38.9516,-68.0591,87.46,9,0,11.59,AR,1675818576
381,byron bay,-28.65,153.6167,80.94,61,92,8.9,AU,1675818361
382,novokayakent,42.3937,47.9861,32.97,72,73,12.3,RU,1675818577
383,abakaliki,6.3163,8.1169,79.11,77,11,7.87,NG,1675818577
384,chapais,49.7834,-74.8492,20.98,95,100,10.56,CA,1675818304
385,gagesti,46.3333,27.9667,20.46,88,17,10.33,RO,1675818577
386,dovolnoye,54.4958,79.6671,-4.99,100,91,5.23,RU,1675818580
387,mahajanga,-15.7167,46.3167,76.89,82,100,7.87,MG,1675818408
388,kungur,57.4368,56.9593,-7.73,100,96,4.25,RU,1675818586
389,tomatlan,19.9333,-105.25,70.52,69,0,3.29,MX,1675818587
390,avera,33.194,-82.5271,54.91,56,93,3.78,US,1675818479
391,fort nelson,58.8053,-122.7002,23.95,75,5,2.48,CA,1675818589
392,tombouctou,20.0,-3.0,66.69,19,0,11.9,ML,1675818590
393,anori,-3.7728,-61.6442,73.87,98,100,2.89,BR,1675818590
394,greenwood,34.1668,-82.1165,51.08,73,0,0.0,US,1675818276
395,sawtell,-30.3833,153.1,78.82,61,75,8.05,AU,1675818590
396,ixtapa,20.7,-105.2,72.63,73,0,9.22,MX,1675818591
397,kayes,14.0,-11.0,79.77,13,100,9.66,ML,1675818591
398,bulgan,48.8125,103.5347,-3.01,93,9,3.76,MN,1675818591
399,vanavara,60.34,102.2797,-3.17,99,100,2.3,RU,1675818592
400,bilibino,68.0546,166.4372,-34.6,98,100,1.66,RU,1675818592
401,atexcatzingo,19.4667,-98.1333,57.52,39,0,0.58,MX,1675818592
402,jamiltepec,16.2833,-97.8167,71.49,65,20,3.22,MX,1675818592
403,virginia beach,36.8529,-75.978,52.02,70,75,8.05,US,1675818350
404,moss vale,-34.55,150.3833,60.33,98,100,3.29,AU,1675818593
405,qena,26.1615,32.7183,49.89,49,100,6.55,EG,1675818593
406,mvangue,2.9667,11.5167,66.65,100,37,2.42,CM,1675818593
407,san jeronimo,-11.9472,-75.2829,52.0,77,80,4.25,PE,1675818594
408,atbasar,51.8,68.3333,4.26,97,95,4.0,KZ,1675818594
409,manaus,-3.1019,-60.025,77.49,94,40,1.14,BR,1675818594
410,bilma,18.6853,12.9164,67.93,20,100,6.22,NE,1675818595
411,the valley,18.217,-63.0578,78.1,74,0,19.64,AI,1675818577
412,omsukchan,62.5333,155.8,-29.65,95,93,4.0,RU,1675818476
413,hirara,24.8,125.2833,70.18,72,92,16.37,JP,1675818595
414,fushan,37.4958,121.2581,35.76,54,89,8.72,CN,1675818596
415,hermiston,45.8404,-119.2895,54.25,61,100,10.36,US,1675818596
416,fujin,47.26,132.0322,-2.02,86,5,6.89,CN,1675818596
417,basar,27.9833,94.6667,51.3,94,100,2.64,IN,1675818521
418,touros,-5.1989,-35.4608,79.27,71,100,12.5,BR,1675818597
419,quinapondan,11.1574,125.5209,80.96,77,100,11.34,PH,1675818597
420,penzance,50.1186,-5.5371,36.28,74,0,9.42,GB,1675818597
421,buala,-8.145,159.5921,81.32,86,82,8.75,SB,1675818598
422,asyut,27.181,31.1837,47.16,57,88,4.97,EG,1675818598
423,namatanai,-3.6667,152.4333,85.19,67,88,10.63,PG,1675818598
424,saint-joseph,-21.3667,55.6167,75.58,80,84,13.85,RE,1675818598
425,popondetta,-8.7537,148.2534,88.5,60,100,3.38,PG,1675818599
426,shangrao,28.4532,117.9686,50.58,95,100,7.05,CN,1675818599
427,meadow lake,34.8014,-106.5436,36.84,66,100,5.08,US,1675818599
428,kakonko,-3.2828,30.9642,61.38,93,88,4.47,TZ,1675818600
429,sibolga,1.7427,98.7792,76.51,69,100,3.06,ID,1675818600
430,guatire,10.4762,-66.5427,69.55,98,91,2.71,VE,1675818601
431,kaohsiung,22.6163,120.3133,71.55,78,20,4.61,TW,1675818318
432,duluth,46.7833,-92.1066,31.68,63,20,12.66,US,1675818479
433,tucuman,-26.8241,-65.2226,83.21,47,97,3.69,AR,1675818537
434,yenotayevka,47.2456,47.0281,18.48,93,100,23.91,RU,1675818609
435,nouadhibou,20.931,-17.0347,60.78,72,0,20.71,MR,1675818347
436,luba,3.4568,8.5547,80.64,80,97,6.31,GQ,1675818614
437,paciran,-6.8767,112.3761,77.27,88,100,9.66,ID,1675818617
438,tignere,7.3667,12.65,66.31,19,11,1.7,CM,1675818619
439,bambous virieux,-20.3428,57.7575,76.21,80,33,15.17,MU,1675818620
440,saint-augustin,51.226,-58.6502,-3.78,87,18,4.81,CA,1675818635
441,goryachegorsk,55.4053,88.9154,11.25,93,100,3.96,RU,1675818635
442,edremit,39.5961,27.0244,29.95,74,20,8.05,TR,1675818637
443,santa luzia,-19.7697,-43.8514,70.7,92,100,2.66,BR,1675818638
444,antofagasta,-23.65,-70.4,70.88,82,100,5.1,CL,1675818648
445,broome,42.2506,-75.833,39.45,76,100,10.36,US,1675818648
446,la primavera,5.4906,-70.4092,84.67,48,63,6.67,CO,1675818649
447,faya,18.3851,42.4509,50.52,67,6,3.4,SA,1675818649
448,mancio lima,-7.6142,-72.8958,71.98,95,84,0.65,BR,1675818650
449,kilimatinde,-5.85,34.95,64.96,94,97,0.56,TZ,1675818651
450,parintins,-2.6283,-56.7358,74.8,95,100,1.83,BR,1675818651
451,dhidhdhoo,6.8833,73.1,80.04,71,43,6.31,MV,1675818543
452,iwanai,42.9744,140.5089,28.83,66,100,8.23,JP,1675818651
453,pahrump,36.2083,-115.9839,56.95,26,0,1.99,US,1675818652
454,jalu,29.0331,21.5482,49.55,57,93,7.31,LY,1675818358
455,port hardy,50.6996,-127.4199,41.86,74,57,12.19,CA,1675818652
456,cotonou,6.3654,2.4183,79.68,82,100,9.26,BJ,1675818652
457,fort-shevchenko,44.5086,50.263,34.77,91,100,27.78,KZ,1675818653
458,meulaboh,4.1363,96.1285,76.33,82,94,2.37,ID,1675818653
459,yar-sale,66.8333,70.8333,3.83,85,100,18.77,RU,1675818580
460,cabo san lucas,22.8909,-109.9124,72.52,58,40,4.61,MX,1675818462
461,san vicente,-26.6167,-54.1333,71.02,44,10,2.59,AR,1675818653
462,keelung,25.1283,121.7419,69.06,88,100,12.01,TW,1675818654
463,saint-leu,-21.15,55.2833,76.06,74,64,3.4,RE,1675818654
464,beloha,-25.1667,45.05,73.78,80,100,8.41,MG,1675818654
465,ponta delgada,37.7333,-25.6667,56.12,82,40,14.97,PT,1675818654
466,kokkola,63.8385,23.1307,30.36,96,100,8.05,FI,1675818655
467,tremedal,-14.9758,-41.4108,69.49,72,11,2.95,BR,1675818655
468,mariental,-24.6333,17.9667,70.79,74,97,4.27,NA,1675818655
469,valdivia,-39.8142,-73.2459,68.09,72,0,1.83,CL,1675818656
470,samarai,-10.6167,150.6667,82.09,77,100,11.03,PG,1675818656
471,yelandur,12.0667,77.0333,64.36,62,77,2.73,IN,1675818656
472,springbok,-29.6643,17.8865,61.92,73,4,2.77,ZA,1675818656
473,belton,38.812,-94.5319,46.8,42,0,6.91,US,1675818657
474,ambilobe,-13.2,49.05,73.18,95,100,1.48,MG,1675818657
475,belyy yar,53.6039,91.3903,3.09,88,100,0.0,RU,1675818657
476,wad rawah,15.1603,33.1397,65.28,19,5,17.69,SD,1675818657
477,aklavik,68.2191,-135.0107,-20.45,95,100,8.08,CA,1675818658
478,srednekolymsk,67.45,153.6833,-28.52,97,100,5.03,RU,1675818658
479,antalaha,-14.9003,50.2788,73.17,91,100,5.35,MG,1675818658
480,pemangkat,1.1667,108.9667,78.73,84,77,3.98,ID,1675818659
481,urumqi,43.801,87.6005,14.95,93,100,2.24,CN,1675818601
482,mahon,39.8885,4.2658,50.56,87,100,17.27,ES,1675818659
483,coquimbo,-29.9533,-71.3436,64.13,88,100,3.44,CL,1675818659
484,saint-georges,12.0564,-61.7485,76.48,83,94,13.13,GD,1675818591
485,capanema,-1.1958,-47.1808,73.0,97,100,2.44,BR,1675818660
486,naze,28.3667,129.4833,60.55,74,100,14.56,JP,1675818660
487,ozernovskiy,51.5,156.5167,16.43,86,100,3.24,RU,1675818660
488,coahuayana,18.7333,-103.6833,74.08,83,13,3.09,MX,1675818661
489,havelock,34.8791,-76.9013,57.18,74,0,4.61,US,1675818538
490,nemuro,43.3236,145.575,25.81,64,34,5.26,JP,1675818661
491,umm kaddadah,13.6017,26.6876,59.52,28,11,18.61,SD,1675818662
492,hit,33.6416,42.8251,48.15,62,9,8.72,IQ,1675818668
493,kaitangata,-46.2817,169.8464,58.23,54,11,15.95,NZ,1675818476
494,santa ana,33.7456,-117.8678,70.3,32,20,10.36,US,1675818669
495,port lincoln,-34.7333,135.8667,72.82,62,7,11.43,AU,1675818413
496,bouillante,16.1304,-61.7692,72.63,82,33,12.37,GP,1675818671
497,bekhtery,46.251,32.2927,27.52,63,100,19.26,UA,1675818656
498,khani,41.9563,42.9566,27.97,98,100,3.33,GE,1675818685
499,solnechnyy,50.7214,136.6319,-6.03,84,68,7.83,RU,1675818688
500,carutapera,-1.195,-46.02,76.06,92,100,4.52,BR,1675818690
501,niesky,51.2924,14.8211,21.6,80,0,4.65,DE,1675818691
502,woodland,38.6785,-121.7733,57.34,56,75,3.44,US,1675818692
503,yeppoon,-23.1333,150.7333,83.98,65,99,20.2,AU,1675818693
504,santa quiteria,-4.3319,-40.1567,74.75,79,100,1.23,BR,1675818694
505,channel-port aux basques,47.5702,-59.1367,18.93,77,90,19.53,CA,1675818695
506,huarmey,-10.0681,-78.1522,72.75,82,9,6.2,PE,1675818696
507,opuwo,-18.0607,13.84,65.21,56,100,4.29,NA,1675818700
508,tilichiki,60.4667,166.1,-20.51,90,73,10.2,RU,1675818708
509,tecoanapa,16.5167,-98.75,77.59,74,10,6.51,MX,1675818709
510,barahona,18.2085,-71.1008,76.37,74,0,10.78,DO,1675818710
511,roma,43.2128,-75.4557,41.86,87,100,8.05,US,1675818710
512,marquette,46.5333,-87.6335,28.76,74,96,7.0,US,1675818647
513,kununurra,-15.7667,128.7333,89.58,58,7,6.91,AU,1675818711
514,montego bay,18.4712,-77.9188,76.78,80,0,13.49,JM,1675818711
515,hay river,60.8156,-115.7999,-5.84,77,40,4.61,CA,1675818711
516,klamath falls,42.2249,-121.7817,46.31,53,40,6.91,US,1675818711
517,rio pardo de minas,-15.6097,-42.5397,71.71,68,65,2.84,BR,1675818712
518,januaria,-15.4833,-44.3667,74.12,68,20,1.97,BR,1675818712
519,nauta,-4.5061,-73.5757,72.19,96,20,1.72,PE,1675818712
520,villa carlos paz,-31.4241,-64.4978,84.4,41,0,3.0,AR,1675818713
521,tautira,-17.7333,-149.15,79.97,62,4,4.65,PF,1675818713
522,henties bay,-22.116,14.2845,64.83,89,26,4.94,NA,1675818713
523,tiarei,-17.5333,-149.3333,87.82,64,1,5.3,PF,1675818714
524,barcelos,41.5388,-8.6151,49.68,57,91,13.58,PT,1675818714
525,lagoa,39.05,-27.9833,55.9,58,100,15.39,PT,1675818536
526,glossa,35.4717,23.7763,44.1,75,99,15.86,GR,1675818714
527,bezhanitsy,56.9767,29.8907,24.15,91,97,7.14,RU,1675818715
528,san jose,37.3394,-121.895,61.0,53,40,8.05,US,1675818504
529,mangrol,21.1167,70.1167,68.7,59,8,8.1,IN,1675818715
530,kontagora,10.3999,5.4695,76.23,16,82,6.73,NG,1675818531
531,rundu,-17.9333,19.7667,64.45,93,100,3.31,NA,1675818715
532,quang ngai,15.1167,108.8,74.48,85,84,3.2,VN,1675818716
533,at-bashi,41.1702,75.8106,1.74,56,18,5.1,KG,1675818716
534,viseu,40.661,-7.9097,43.74,72,89,5.12,PT,1675818716
535,porto velho,-8.7619,-63.9039,77.05,94,75,0.0,BR,1675818498
536,la tuque,47.4334,-72.7824,25.38,95,100,11.56,CA,1675818557
537,bayji,34.9311,43.487,46.49,65,100,6.44,IQ,1675818716
538,dharchula,29.85,80.5333,44.91,30,0,8.88,IN,1675818651
539,puerto carreno,6.189,-67.4859,84.49,49,9,6.08,CO,1675818717
540,lerwick,60.1545,-1.1494,44.6,74,98,32.03,GB,1675818717
541,kargasok,59.0556,80.8572,-1.39,98,99,6.62,RU,1675818718
542,socorro,31.6546,-106.3033,49.21,40,40,13.8,US,1675818718
543,voskresenskoye,56.8381,45.4317,4.24,98,100,6.69,RU,1675818718
544,hualmay,-11.0964,-77.6139,73.47,82,25,7.18,PE,1675818718
545,hamilton,39.1834,-84.5333,53.89,88,100,10.36,US,1675818719
546,urengoy,65.9667,78.3667,-21.8,100,100,4.94,RU,1675818719
547,port alberni,49.2413,-124.8028,47.12,86,10,8.99,CA,1675818719
548,belmonte,-15.8631,-38.8828,77.92,78,5,8.77,BR,1675818719
549,amga,60.8953,131.9608,-32.19,98,99,1.12,RU,1675818720
550,leh,34.1667,77.5833,-5.1,63,10,3.47,IN,1675818720
551,saint-michel-des-saints,46.6834,-73.9159,21.94,95,100,11.83,CA,1675818720
552,lazaro cardenas,17.9583,-102.2,76.17,75,0,5.84,MX,1675818653
553,san quintin,30.4833,-115.95,60.94,48,0,6.31,MX,1675818721
554,kedrovyy,56.1667,91.8167,9.01,96,100,4.72,RU,1675818721
555,nakusp,50.2499,-117.8023,36.48,98,100,3.38,CA,1675818721
556,yarada,17.65,83.2667,68.32,100,43,2.3,IN,1675818722
557,liverpool,53.4106,-2.9779,42.82,87,100,5.75,GB,1675818294
558,road town,18.4167,-64.6167,77.09,88,40,10.36,VG,1675818578
559,calvinia,-31.4707,19.776,66.36,70,100,13.15,ZA,1675818726
560,hailey,43.5196,-114.3153,28.9,75,0,1.01,US,1675818726
561,camacha,33.0833,-16.3333,54.82,72,75,11.5,PT,1675818730
562,eyl,7.9803,49.8164,76.6,72,100,13.31,SO,1675818733
563,narok,-1.0783,35.8601,56.32,80,17,3.09,KE,1675818734
564,baoro,5.6667,15.9667,67.77,20,21,4.03,CF,1675818734
565,beringovskiy,63.05,179.3167,-16.67,94,92,7.7,RU,1675818740
566,ormara,25.2088,64.6357,69.44,67,4,5.66,PK,1675818744
567,el bagre,7.5927,-74.8086,79.05,79,53,1.45,CO,1675818754
568,swan river,52.1058,-101.2676,32.41,87,5,10.09,CA,1675818755
